district;school_name;school_class;points_min;points_max;points_avg
Bemowo;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;1Ah [O] geogr-wos-ang (ang-hisz) ;130,2;162,05;142,46
Bemowo;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;1An [O] geogr-wos-ang (ang-niem);108,55;142,15;123,05
Bemowo;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;1Bf [O] mat-ang-fiz (ang-niem,hisz);113,65;151,05;130,01
Bemowo;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;1Bg [O] mat-geogr-ang (ang-hisz,niem);128,5;160,75;139,09
Bemowo;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;1Ch [O] biol-chem-ang (ang-hisz);132,3;180,45;146,61
Bemowo;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;1Cn [O] biol-chem-ang (ang-niem);103,95;137,45;117,90
Bemowo;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;1Dh [O] ang-hiszp-geogr (ang-hisz);130,25;165,25;140,91
Bemowo;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;1Dn [O] ang-niem-geogr (ang-niem);112,05;150,95;130,02
Bemowo;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;1Eh [O] pol-hist-ang (ang-hisz);125,35;143,25;131,93
Bemowo;LXXVIII Liceum Ogólnokształcące im. Marii Pawlikowskiej-Jasnorzewskiej;1En [O] pol-hist-ang (ang-niem);124;163;137,50
Białołęka;CLXV Liceum Ogólnokształcące;1A [O] mat-biol-chem (ang-hisz*,niem*);27,55;153,35;97,41
Białołęka;CLXV Liceum Ogólnokształcące;1B [O] mat-geogr-inf (ang-hisz*,niem*);110,35;158,1;132,79
Białołęka;CLXV Liceum Ogólnokształcące;1C [O] pol-ang-hist (ang-hisz*,niem*);96,55;137,9;117,31
Białołęka;CV Liceum Ogólnokształcące im. Zbigniewa Herberta;1A [O] ang-mat-geogr (ang-fra*,niem*,ros*);133,45;177,15;146,52
Białołęka;CV Liceum Ogólnokształcące im. Zbigniewa Herberta;1B [O] biol-chem-mat (ang-fra*,niem*,ros*);123,35;157;139,69
Białołęka;CV Liceum Ogólnokształcące im. Zbigniewa Herberta;1C [O] ang-pol-hist (ang-fra*,niem*,ros*);114,95;155,65;132,79
Białołęka;CV Liceum Ogólnokształcące im. Zbigniewa Herberta;1D [O] ang-wos-geogr (ang-fra*,niem*,ros*);126,3;157,75;138,45
Białołęka;CV Liceum Ogólnokształcące im. Zbigniewa Herberta;1E [O] ang-wos-hist (ang-fra*,niem*,ros*);115,7;156,3;128,33
Białołęka;CV Liceum Ogólnokształcące im. Zbigniewa Herberta;1F [O] ang-mat-fiz (ang-fra*,niem*,ros*);130,25;173,45;149,11
Bielany;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;1A,1B/1 [O] mat-fiz-ang (ang-niem*);164,25;181,7;169,57
Bielany;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;1B/2 [O] mat-fiz-ang (ang-hisz);167,45;184,4;171,86
Bielany;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;1C [O] mat-geogr-ang (ang-niem*);166,2;183,9;172,08
Bielany;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;1D [O] mat-biol-chem (ang-niem*);158,35;178,25;165,74
Bielany;LII Liceum Ogólnokształcące im. Władysława Stanisława Reymonta;1a [O] biol-pol-ang (ang*-hisz*,niem*);114,4;162,75;130,67
Bielany;LII Liceum Ogólnokształcące im. Władysława Stanisława Reymonta;1b [O] hiszp-geogr-ang (ang*-hisz*);112,85;156,95;129,78
Bielany;LII Liceum Ogólnokształcące im. Władysława Stanisława Reymonta;1c [O] mat-geogr-ang (ang*-hisz*,niem*);119,35;156,15;131,16
Bielany;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;1A [MS] biol-chem (ang-niem);40;100;71,76
Bielany;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;1A2 [MS] biol-chem (ang-niem);54;65;59,00
Bielany;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;1B [MS] biol-chem (ang-niem);470;740;597,33
Bielany;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;1B2 [MS] biol-chem (ang-niem);69;100;80,25
Bielany;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;1C [MS] biol-geogr (ang-hisz);68;96;83,50
Bielany;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;1C2 [MS] biol-geogr (ang-hisz);362;435;398,46
Bielany;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;1D [MS] biol-geogr (ang-hisz);55;100;81,17
Bielany;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;1D2 [MS] biol-geogr (ang-hisz);72,2;72,2;72,20
Bielany;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;1E [MS] geogr-wos (ang-niem);6;20;11,59
Bielany;LX Liceum Ogólnokształcące im. Wojciecha Górskiego;1PA [O] ang-hiszp-niem (ang-hisz*,niem*);80,85;147,45;103,01
Bielany;LX Liceum Ogólnokształcące im. Wojciecha Górskiego;1PB [O] hist-wos (ang-hisz*,niem*);96,75;140,15;116,10
Bielany;LX Liceum Ogólnokształcące im. Wojciecha Górskiego;1PC [O] ang-geogr (ang-hisz*,niem*);103,2;145,55;116,53
Bielany;Technikum Ekonomiczne nr 5;1E [O] Technik ekonomista (ang-niem*);38,65;130,45;81,46
Bielany;Technikum Ekonomiczne nr 5;1H [O] Technik handlowiec (ang-niem*);33,8;113,75;70,83
Bielany;Technikum Ekonomiczne nr 5;1L [O] Technik logistyk (ang-niem*);72,45;128,35;94,95
Bielany;Technikum Ekonomiczne nr 5;1T [O] Technik hotelarstwa (ang-niem*);30,95;153;79,38
Bielany;Technikum Księgarskie im. Stefana Żeromskiego;1tg [O] Technik grafiki i poligrafii cyfrowej (ang*-hisz*,niem*,ros*);96,6;155,55;117,38
Bielany;Technikum Księgarskie im. Stefana Żeromskiego;1tk [O] Technik księgarstwa (ang*-hisz*,niem*,ros*);54,5;129;85,83
Bielany;Technikum Księgarskie im. Stefana Żeromskiego;1tr [O] Technik reklamy (ang*-hisz*,niem*,ros*);61;134,05;94,22
Bielany;Technikum nr 25 im. Stanisława Staszica;1ai [O] Technik informatyk (ang*-niem);96,95;155,1;115,54
Bielany;Technikum nr 25 im. Stanisława Staszica;1at [O] Technik organizacji turystyki (ang*-hisz);67,25;137,9;89,81
Bielany;Technikum nr 25 im. Stanisława Staszica;1s [O] Technik spedytor (ang*-niem);33,7;102,3;62,79
Bielany;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;1Ah [O] mat-fiz-inf (ang-hisz);155,55;178;161,47
Bielany;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;1An [O] mat-fiz-inf (ang-niem);152,85;172,75;158,79
Bielany;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;1Bh [O] pol-hist-wos (ang-hisz);146,05;167,05;153,02
Bielany;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;1Bn [O] pol-hist-wos (ang-niem);138,85;172,6;149,09
Bielany;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;1Ch [O] biol-chem-mat (ang-hisz);153,25;173,85;158,06
Bielany;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;1Cw [O] biol-chem-mat (ang-wlo);148,85;159,75;151,64
Bielany;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;1D [O] mat-geogr-niem (ang-niem);148,3;164,25;153,22
Bielany;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;1E [O] pol-ang-hiszp (ang-hisz);153,45;176,55;160,78
Bielany;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;1Fh [O] hist-geogr-wos (ang-hisz);148,6;166,1;153,09
Bielany;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;1Fw [O] hist-geogr-wos (ang-wlo);140,9;150,4;145,23
Bielany;XLI Liceum Ogólnokształcące im. Joachima Lelewela;1a [O] mat-fiz (ang-niem*);154,05;180;162,68
Bielany;XLI Liceum Ogólnokształcące im. Joachima Lelewela;1b [D] mat-geogr (ang-niem*);170,75;192,88;179,57
Bielany;XLI Liceum Ogólnokształcące im. Joachima Lelewela;1c [O] biol-chem-mat (ang-hisz*);158,95;179,1;167,34
Bielany;XLI Liceum Ogólnokształcące im. Joachima Lelewela;1db [O] biol-mat (ang-niem*);160,35;172;165,23
Bielany;XLI Liceum Ogólnokształcące im. Joachima Lelewela;1df [O] fiz-mat (ang-niem*);152,65;166,9;157,69
Bielany;XLI Liceum Ogólnokształcące im. Joachima Lelewela;1e [O] hist-pol-filoz (ang-fra*);151,45;174,45;159,43
Bielany;XLI Liceum Ogólnokształcące im. Joachima Lelewela;1p [O] hist-wos (ang-fra*);154,35;172,85;161,49
Bielany;XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti;1A [O] ang-mat-fiz (ang-niem*);155,7;184,05;164,02
Bielany;XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti;1B [O] hiszp-mat-geogr (hisz*-ang);159,2;180,2;166,25
Bielany;XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti;1C [O] ang-biol-chem (ang-hisz*);161,75;177,75;167,14
Bielany;XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti;1D [O] mat-biol-chem (ang-hisz*);156,95;175,2;162,42
Bielany;XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti;1E [O] pol-hist-wos (ang-hisz*);152,1;171,05;160,77
Bielany;XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jose Marti;1H [D] hiszp-pol-geogr (hisz-ang);68,38;206,61;158,49
Bielany;XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego;1A [O] pol-ang-hist (ang-hisz,ros,niem);53,55;137,65;89,19
Bielany;XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego;1B [O] pol-ang-hist (ang-hisz,ros,niem);40,1;137,15;83,63
Bielany;XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego;1D [O] biol-chem-ang (ang-hisz,ros,niem);42,85;156,85;99,08
Mokotów;Branżowa Szkoła I stopnia nr 31;1A [O] Fryzjer (ang);25,75;95,15;51,96
Mokotów;Branżowa Szkoła I stopnia nr 31;1Aw [O] wielozawodowa (ang,ros);75,85;103,8;89,82
Mokotów;Branżowa Szkoła I stopnia nr 31;1Bw [O] wielozawodowa (ang,ros);17,2;66,85;39,63
Mokotów;Branżowa Szkoła I stopnia nr 31;1Cw [O] wielozawodowa (ang,ros);30,85;63,25;50,68
Mokotów;Branżowa Szkoła I stopnia nr 31;1Dw [O] wielozawodowa (ang,ros);56,25;61,8;58,60
Mokotów;Branżowa Szkoła I stopnia nr 4;1BA/B [O] Fryzjer (ang*);42,95;87,6;59,78
Mokotów;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;1A_h [D] pol-hist (ang-hisz*);175,59;193,66;183,88
Mokotów;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;1A_n [D] pol-hist (ang-niem*);165,72;189,06;178,41
Mokotów;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;1B_h [D] fiz-mat (ang-hisz*);174,89;193,09;182,43
Mokotów;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;1B_n [D] mat-fiz (ang-niem*);182,37;205,31;188,90
Mokotów;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;1C_h [O] mat-inf-ang (ang-hisz*);165,05;183,7;171,09
Mokotów;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;1C_n [O] mat-inf-ang (ang-niem*);162,6;179,65;167,40
Mokotów;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;1D [D] mat-geogr-ang (niem*-ang);110,1;209,6;162,49
Mokotów;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;1E_h [O] biol-chem-mat (ang-hisz*);163,65;189,75;170,57
Mokotów;CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego;1E_n [O] biol-chem-mat (ang-niem*);158,25;175,35;164,18
Mokotów;CLVI Liceum Ogólnokształcące Integracyjne „Przy Łazienkach Królewskich”;1A [I-o] pol-hist (ang-hisz*,niem*);88,25;166,5;111,09
Mokotów;CLVI Liceum Ogólnokształcące Integracyjne „Przy Łazienkach Królewskich”;1Ain [I-i] pol-hist (ang-hisz*,niem*);0;0;0,00
Mokotów;CLVI Liceum Ogólnokształcące Integracyjne „Przy Łazienkach Królewskich”;1B [I-o] geogr-ang (ang-hisz*,niem*);111,4;151,5;122,87
Mokotów;CLVI Liceum Ogólnokształcące Integracyjne „Przy Łazienkach Królewskich”;1Bin [I-i] geogr-ang (ang-hisz*,niem*);0;0;0,00
Mokotów;CLVI Liceum Ogólnokształcące Integracyjne „Przy Łazienkach Królewskich”;1C [I-o] biol-chem (ang-hisz*,niem*);91;166,05;119,36
Mokotów;CLVI Liceum Ogólnokształcące Integracyjne „Przy Łazienkach Królewskich”;1Cin [I-i] biol-chem (ang-hisz*,niem*);0;0;0,00
Mokotów;CLVI Liceum Ogólnokształcące Integracyjne „Przy Łazienkach Królewskich”;1D [I-o] geogr-inf (ang-hisz*,niem*);91,9;150,75;111,54
Mokotów;CLVI Liceum Ogólnokształcące Integracyjne „Przy Łazienkach Królewskich”;1Din [I-i] geogr-inf (ang-hisz*,niem*);0;0;0,00
Mokotów;CLXIV Liceum Ogólnokształcące Mistrzostwa Sportowego ;1a [MS] ang-geogr (ang-niem);71;100;74,17
Mokotów;CX Liceum Ogólnokształcące im. Roberta Schumana;1a1 [O] geogr-pol-ang (ang-wlo);111,25;140,95;121,02
Mokotów;CX Liceum Ogólnokształcące im. Roberta Schumana;1a2 [O] geogr-pol-ang (ang-niem);106,05;127,5;115,94
Mokotów;CX Liceum Ogólnokształcące im. Roberta Schumana;1b1 [O] biol-chem-ang (ang-hisz);97,75;146,25;118,21
Mokotów;CX Liceum Ogólnokształcące im. Roberta Schumana;1b2 [O] biol-chem-ang (ang-wlo);58,45;152;91,60
Mokotów;CX Liceum Ogólnokształcące im. Roberta Schumana;1c1 [O] pol-hist-wos (ang-niem);94,65;125,95;108,79
Mokotów;CX Liceum Ogólnokształcące im. Roberta Schumana;1c2 [O] pol-hist-wos (ang-wlo);96,7;136,8;111,27
Mokotów;LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema;1a [I-o] ang-mat (ang-niem*);136,15;153,45;143,91
Mokotów;LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema;1ai [I-i] ang-mat (ang-niem*);0;0;0
Mokotów;LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema;1b [O] biol-chem (ang-ros*);102,65;150,15;120,56
Mokotów;LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema;1c [O] pol-h.szt. (ang-wlo,fra);120,1;155,75;131,82
Mokotów;LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema;1d [O] pol-hist-wos (ang-niem,ros);118,95;144,65;129,47
Mokotów;LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema;1e [I-o] ang-geogr (ang-wlo,hisz);124,85;175,4;139,78
Mokotów;LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema;1ei [I-i] ang-geogr (ang-wlo,hisz);0;0;0
Mokotów;LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego;1t [O] ang-biol-chem (ang-hisz*,niem*);64,8;154,65;100,73
Mokotów;LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego;1u [O] ang-geogr-wos (ang-hisz*,niem*);100,9;152,75;116,69
Mokotów;LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego;1w [O] ang-pol-hist (ang-hisz*,niem*);89,9;145,7;112,46
Mokotów;LXXX Liceum Ogólnokształcące im. Leopolda Staffa;1la/1lb [O] ang-mat-inf (ang-hisz,niem,ros*);135,35;173,85;147,78
Mokotów;Technikum Ekonomiczne nr 8;1a [O] Technik rachunkowości (ang-hisz,niem,ros);27,75;146;86,73
Mokotów;Technikum Ekonomiczne nr 8;1c [O] Technik ekonomista (ang-hisz,niem,ros);91,75;152,35;113,85
Mokotów;Technikum Ekonomiczne nr 8;1d [O] Technik reklamy (ang-hisz,niem,ros);77,35;138,85;94,78
Mokotów;Technikum Hotelarsko-Turystyczno-Gastronomiczne nr 21;1AB [O] Technik hotelarstwa (ang-niem);25,3;115,25;66,44
Mokotów;Technikum Hotelarsko-Turystyczno-Gastronomiczne nr 21;1DT [O] Technik organizacji turystyki (ang-hisz);33,25;139,45;72,01
Mokotów;Technikum Hotelarsko-Turystyczno-Gastronomiczne nr 21;1GH [O] Technik żywienia i usług gastronomicznych (ang-fra);26,25;117,25;66,48
Mokotów;Technikum Mechatroniczne nr 1;1ta [D] Technik informatyk (ang-niem,hisz,ros*);155,64;200,36;176,47
Mokotów;Technikum Mechatroniczne nr 1;1tb [O] Technik informatyk (ang-niem,hisz,ros*);160,3;177,55;165,93
Mokotów;Technikum Mechatroniczne nr 1;1tc [O] Technik programista (ang-niem,hisz,ros*);165,15;186,2;170,21
Mokotów;Technikum Mechatroniczne nr 1;1tm1/1tm2 [O] Technik mechatronik (ang-niem,hisz,ros*);152,35;180,95;162,87
Mokotów;Technikum Odzieżowe i Fryzjerskie im. Marii Bratkowskiej;1TFC [O] Technik usług fryzjerskich (ang*-hisz*);80,5;155,9;98,54
Mokotów;Technikum Odzieżowe i Fryzjerskie im. Marii Bratkowskiej;1TFD/E [O] Technik usług fryzjerskich (ang*-niem*);35,75;144,9;67,72
Mokotów;Technikum Odzieżowe i Fryzjerskie im. Marii Bratkowskiej;1TMA [O] Technik przemysłu mody (ang*-hisz*);86,95;161,45;110,58
Mokotów;Technikum Odzieżowe i Fryzjerskie im. Marii Bratkowskiej;1TMB [O] Technik przemysłu mody (ang*-niem*);69,45;137,15;88,31
Mokotów;Technikum Ogrodnicze;1TAK [O] Technik architektury krajobrazu (ang-niem*);33,15;147,25;78,89
Mokotów;Technikum Ogrodnicze;1TOG [O] Technik ogrodnik (ang-niem*);32,55;150,65;80,06
Mokotów;Technikum Ogrodnicze;1TOŚ [O] Technik ochrony środowiska (ang-niem*);56,35;151,75;92,77
Mokotów;Technikum Ogrodnicze;1TW [O] Technik weterynarii (ang-niem*);88,75;169,6;116,77
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.1Hk [O] mat-fiz (ang-hisz);163;168,85;165,49
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.1Hp [O] mat-fiz (ang-hisz);163,15;190,8;169,02
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.1Nk [O] mat-fiz (ang-niem);161,5;171,7;165,64
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.1Np [O] mat-fiz (ang-niem);163,15;177,95;168,36
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.2Hk [O] mat-chem (ang-hisz);162,65;172,2;166,76
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.2Hp [O] mat-chem (ang-hisz);169,05;177,5;171,80
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.2Nk [O] mat-chem (ang-niem);155,7;171,85;165,16
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.2Np [O] mat-chem (ang-niem);159,25;173,35;165,73
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.3Hk [O] hist-wos-hiszp (ang-hisz);145,55;172,7;155,83
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.3Nk [O] hist-wos-niem (ang-niem);137,85;167,15;149,76
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.4Hk [O] mat-geogr (ang-hisz);165,2;179,35;171,53
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.4Hp [O] mat-geogr (ang-hisz);166,3;179,1;168,59
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.4Nk [O] mat-geogr (ang-niem);161,25;172,75;166,66
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.4Np [O] mat-geogr (ang-niem);159,8;171,75;163,88
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.5Hk [O] mat-biol (ang-hisz);157,45;166,7;162,60
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.5Hp [O] mat-biol (ang-hisz);168,55;183,4;173,16
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.5Nk [O] mat-biol (ang-niem);156,15;178,15;164,81
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.5Np [O] mat-biol (ang-niem);159,15;172,95;164,55
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.6Hk [O] biol-chem (ang-hisz);168,05;174,85;171,10
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.6Hp [O] biol-chem (ang-hisz);165,2;190,7;173,30
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.6Nk [O] biol-chem (ang-niem);161,35;178,35;166,62
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.6Np [O] biol-chem (ang-niem);160,3;171,15;164,94
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.7Hk [O] mat-inf (ang-hisz);159,6;171,3;164,78
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.7Hp [O] mat-inf (ang-hisz);161,05;168,4;164,38
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.7Nk [O] mat-inf (ang-niem);159,8;173,3;163,24
Mokotów;VI Liceum Ogólnokształcące im. Tadeusza Reytana;1.7Np [O] mat-inf (ang-niem);159,15;172,5;165,96
Mokotów;X Liceum Ogólnokształcące im. Królowej Jadwigi;1A-(fr) [O] pol-hist-wos (ang-fra);141,65;163,15;148,48
Mokotów;X Liceum Ogólnokształcące im. Królowej Jadwigi;1A-(hisz) [O] pol-hist-wos (ang-hisz);152,05;169,65;158,00
Mokotów;X Liceum Ogólnokształcące im. Królowej Jadwigi;1B-(hisz) [O] mat-fiz-inf (ang-hisz);156,85;165,65;159,80
Mokotów;X Liceum Ogólnokształcące im. Królowej Jadwigi;1B-(niem) [O] mat-fiz-inf (ang-niem);153,25;165,25;157,46
Mokotów;X Liceum Ogólnokształcące im. Królowej Jadwigi;1C-(niem) [O] mat-geogr-niem (ang-niem);150,1;177,05;156,89
Mokotów;X Liceum Ogólnokształcące im. Królowej Jadwigi;1C-(ros) [O] mat-geogr-ros (ang-ros);143,45;155,35;147,42
